Customer ID,Age,Gender,Location,Annual Income,Purchase History,Browsing History,Time on Site,Income Tier,Region,Time on Site Tier
1375,59,Female,City Z,99854,"[{""Purchase Date"": ""2024-12-19"", ""Product Category"": ""Home & Garden"", ""Price"": 729.73, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 2}}, {""Purchase Date"": ""2024-11-15"", ""Product Category"": ""Home & Garden"", ""Price"": 665.36, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 2}}, {""Purchase Date"": ""2025-04-17"", ""Product Category"": ""Home & Garden"", ""Price"": 693.38, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 2}}, {""Purchase Date"": ""2024-11-13"", ""Product Category"": ""Home & Garden"", ""Price"": 885.38, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 2}}, {""Purchase Date"": ""2024-11-15"", ""Product Category"": ""Clothing"", ""Price"": 117.24, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 2}}]","[{""Timestamp"": ""2025-04-16T11:09:23Z"", ""Product Category"": ""Electronics""}]",341.3,High,Region 4,Very Long
1376,23,Male,City I,53175,"[{""Purchase Date"": ""2024-10-01"", ""Product Category"": ""Home & Garden"", ""Price"": 118.03, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 2}}]","[{""Timestamp"": ""2025-03-30T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-07-30T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-10-06T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-05-06T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-11-25T11:09:23Z"", ""Product Category"": ""Electronics""}]",415.5,Medium,,Very Long
1377,47,Male,City L,93370,"[{""Purchase Date"": ""2024-09-09"", ""Product Category"": ""Electronics"", ""Price"": 871.52, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}]","[{""Timestamp"": ""2025-04-16T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-12-12T11:09:23Z"", ""Product Category"": ""Clothing""}]",307.4,High,Region 7,Very Long
1378,32,Female,City J,44735,"[{""Purchase Date"": ""2025-01-08"", ""Product Category"": ""Clothing"", ""Price"": 344.79, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}, {""Purchase Date"": ""2024-06-20"", ""Product Category"": ""Electronics"", ""Price"": 119.83, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}, {""Purchase Date"": ""2024-05-18"", ""Product Category"": ""Electronics"", ""Price"": 195.63, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}, {""Purchase Date"": ""2024-11-30"", ""Product Category"": ""Electronics"", ""Price"": 160.13, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-11-13T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-04-06T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-11-03T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",381.2,Low,Region 4,Very Long
1379,41,Male,City H,67936,"[{""Purchase Date"": ""2025-02-24"", ""Product Category"": ""Clothing"", ""Price"": 855.79, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 4}}, {""Purchase Date"": ""2024-12-27"", ""Product Category"": ""Home & Garden"", ""Price"": 956.25, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 4}}, {""Purchase Date"": ""2025-02-01"", ""Product Category"": ""Clothing"", ""Price"": 441.11, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 4}}]","[{""Timestamp"": ""2025-03-04T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",147.2,Medium,,Medium
1380,44,Male,City F,82706,"[{""Purchase Date"": ""2024-05-17"", ""Product Category"": ""Home & Garden"", ""Price"": 93.88, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}, {""Purchase Date"": ""2024-07-25"", ""Product Category"": ""Clothing"", ""Price"": 66.25, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}, {""Purchase Date"": ""2025-02-05"", ""Product Category"": ""Electronics"", ""Price"": 553.94, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}, {""Purchase Date"": ""2024-12-01"", ""Product Category"": ""Home & Garden"", ""Price"": 559.2, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}]","[{""Timestamp"": ""2024-11-30T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",328.0,High,Region 7,Very Long
1381,56,Male,City Q,97024,"[{""Purchase Date"": ""2024-09-25"", ""Product Category"": ""Electronics"", ""Price"": 551.3, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-02-19"", ""Product Category"": ""Electronics"", ""Price"": 685.46, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}]","[{""Timestamp"": ""2025-01-19T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-01-15T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-12-02T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-09-01T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-10-24T11:09:23Z"", ""Product Category"": ""Clothing""}]",338.6,High,Region 6,Very Long
1382,64,Female,City S,42810,"[{""Purchase Date"": ""2024-10-20"", ""Product Category"": ""Electronics"", ""Price"": 108.7, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 3}}, {""Purchase Date"": ""2025-03-20"", ""Product Category"": ""Clothing"", ""Price"": 940.22, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 3}}, {""Purchase Date"": ""2024-11-21"", ""Product Category"": ""Electronics"", ""Price"": 521.74, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 3}}]","[{""Timestamp"": ""2024-10-03T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-09-20T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-05-04T11:09:23Z"", ""Product Category"": ""Clothing""}]",141.0,Low,Region 3,Medium
1383,25,Female,City I,57857,"[{""Purchase Date"": ""2024-06-07"", ""Product Category"": ""Clothing"", ""Price"": 43.03, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}, {""Purchase Date"": ""2024-12-13"", ""Product Category"": ""Home & Garden"", ""Price"": 634.41, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}, {""Purchase Date"": ""2024-09-20"", ""Product Category"": ""Electronics"", ""Price"": 231.23, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-07-26T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-01-24T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-06-05T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-11-22T11:09:23Z"", ""Product Category"": ""Clothing""}]",39.5,Medium,,Short
1384,45,Male,City D,94821,"[{""Purchase Date"": ""2024-12-27"", ""Product Category"": ""Electronics"", ""Price"": 269.85, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}, {""Purchase Date"": ""2025-02-17"", ""Product Category"": ""Clothing"", ""Price"": 180.7, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}, {""Purchase Date"": ""2025-05-01"", ""Product Category"": ""Clothing"", ""Price"": 596.86, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}, {""Purchase Date"": ""2024-10-13"", ""Product Category"": ""Home & Garden"", ""Price"": 176.56, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 1}}]","[{""Timestamp"": ""2024-11-01T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-09-18T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-08-12T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-03-25T11:09:23Z"", ""Product Category"": ""Electronics""}]",270.9,High,Region 2,Long
1385,37,Female,City J,89133,"[{""Purchase Date"": ""2024-07-06"", ""Product Category"": ""Clothing"", ""Price"": 949.94, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-12-04"", ""Product Category"": ""Electronics"", ""Price"": 179.86, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-05-24"", ""Product Category"": ""Home & Garden"", ""Price"": 445.79, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}]","[{""Timestamp"": ""2024-05-14T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-03-30T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-05-21T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-11-13T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-02-10T11:09:23Z"", ""Product Category"": ""Electronics""}]",189.8,High,Region 4,Medium
1386,28,Female,City A,41004,"[{""Purchase Date"": ""2024-07-16"", ""Product Category"": ""Home & Garden"", ""Price"": 683.31, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-06-12"", ""Product Category"": ""Home & Garden"", ""Price"": 81.3, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-10-14"", ""Product Category"": ""Clothing"", ""Price"": 588.04, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}, {""Purchase Date"": ""2024-11-30"", ""Product Category"": ""Electronics"", ""Price"": 139.89, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 2}}]","[{""Timestamp"": ""2025-04-03T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-09-14T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-02-04T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-06-24T11:09:23Z"", ""Product Category"": ""Clothing""}]",497.3,Low,Region 1,Very Long
1387,24,Female,City I,77739,"[{""Purchase Date"": ""2024-06-18"", ""Product Category"": ""Electronics"", ""Price"": 773.2, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}]","[{""Timestamp"": ""2024-07-14T11:09:23Z"", ""Product Category"": ""Clothing""}]",365.2,Medium,,Very Long
1388,51,Female,City B,96236,"[{""Purchase Date"": ""2025-03-25"", ""Product Category"": ""Electronics"", ""Price"": 974.6, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}, {""Purchase Date"": ""2025-03-25"", ""Product Category"": ""Clothing"", ""Price"": 877.28, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}, {""Purchase Date"": ""2024-06-26"", ""Product Category"": ""Electronics"", ""Price"": 801.44, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}]","[{""Timestamp"": ""2025-03-04T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-03-10T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-06-28T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",194.5,High,Region 8,Medium
1389,38,Female,City N,42903,"[{""Purchase Date"": ""2025-01-02"", ""Product Category"": ""Electronics"", ""Price"": 45.21, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2024-05-24"", ""Product Category"": ""Electronics"", ""Price"": 859.22, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2024-11-01"", ""Product Category"": ""Electronics"", ""Price"": 912.96, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2024-12-22"", ""Product Category"": ""Home & Garden"", ""Price"": 952.65, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2024-05-30"", ""Product Category"": ""Electronics"", ""Price"": 978.91, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}]","[{""Timestamp"": ""2024-08-18T11:09:23Z"", ""Product Category"": ""Clothing""}]",341.2,Low,Region 2,Very Long
1390,53,Female,City B,110629,"[{""Purchase Date"": ""2024-05-15"", ""Product Category"": ""Clothing"", ""Price"": 771.86, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 5}}, {""Purchase Date"": ""2024-09-13"", ""Product Category"": ""Electronics"", ""Price"": 336.95, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 5}}, {""Purchase Date"": ""2024-12-28"", ""Product Category"": ""Home & Garden"", ""Price"": 627.34, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 5}}]","[{""Timestamp"": ""2025-02-08T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-01-26T11:09:23Z"", ""Product Category"": ""Electronics""}]",55.1,Very High,Region 8,Short
1391,59,Female,City Y,96567,"[{""Purchase Date"": ""2024-09-07"", ""Product Category"": ""Clothing"", ""Price"": 420.51, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}, {""Purchase Date"": ""2024-08-22"", ""Product Category"": ""Electronics"", ""Price"": 425.88, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}, {""Purchase Date"": ""2024-06-07"", ""Product Category"": ""Electronics"", ""Price"": 957.8, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}, {""Purchase Date"": ""2025-01-24"", ""Product Category"": ""Home & Garden"", ""Price"": 449.08, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 5}}]","[{""Timestamp"": ""2025-03-17T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-06-02T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-02-03T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",268.1,High,Region 6,Long
1392,46,Male,City R,66248,"[{""Purchase Date"": ""2024-08-21"", ""Product Category"": ""Clothing"", ""Price"": 586.87, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 5}}, {""Purchase Date"": ""2025-03-12"", ""Product Category"": ""Home & Garden"", ""Price"": 883.65, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 5}}, {""Purchase Date"": ""2024-10-29"", ""Product Category"": ""Clothing"", ""Price"": 341.8, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 5}}, {""Purchase Date"": ""2024-10-21"", ""Product Category"": ""Electronics"", ""Price"": 696.25, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 5}}, {""Purchase Date"": ""2024-07-28"", ""Product Category"": ""Home & Garden"", ""Price"": 823.57, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 5}}]","[{""Timestamp"": ""2025-01-30T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-09-10T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-03-02T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",294.9,Medium,,Long
1393,52,Male,City I,50040,"[{""Purchase Date"": ""2025-04-14"", ""Product Category"": ""Home & Garden"", ""Price"": 182.39, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}]","[{""Timestamp"": ""2025-01-04T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-06-28T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-05-04T11:09:23Z"", ""Product Category"": ""Electronics""}]",274.6,Medium,,Long
1394,57,Female,City I,114288,"[{""Purchase Date"": ""2025-03-31"", ""Product Category"": ""Clothing"", ""Price"": 985.56, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}, {""Purchase Date"": ""2025-01-08"", ""Product Category"": ""Home & Garden"", ""Price"": 301.94, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}, {""Purchase Date"": ""2024-07-15"", ""Product Category"": ""Home & Garden"", ""Price"": 646.96, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}, {""Purchase Date"": ""2024-10-02"", ""Product Category"": ""Clothing"", ""Price"": 48.8, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}]","[{""Timestamp"": ""2025-01-17T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-11-30T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-04-30T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-03-12T11:09:23Z"", ""Product Category"": ""Electronics""}]",155.0,Very High,,Medium
1395,47,Male,City Z,104598,"[{""Purchase Date"": ""2024-09-27"", ""Product Category"": ""Home & Garden"", ""Price"": 214.46, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2024-08-07"", ""Product Category"": ""Electronics"", ""Price"": 690.08, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2024-06-17"", ""Product Category"": ""Clothing"", ""Price"": 510.55, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2025-02-18"", ""Product Category"": ""Electronics"", ""Price"": 491.8, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2024-07-01"", ""Product Category"": ""Electronics"", ""Price"": 177.19, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}]","[{""Timestamp"": ""2025-03-05T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-03-25T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-06-17T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-12-04T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",236.5,High,Region 4,Long
1396,34,Female,City S,42633,"[{""Purchase Date"": ""2025-01-06"", ""Product Category"": ""Electronics"", ""Price"": 407.45, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}, {""Purchase Date"": ""2025-03-04"", ""Product Category"": ""Electronics"", ""Price"": 167.36, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 2}}]","[{""Timestamp"": ""2025-03-16T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-08-31T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-05-14T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-01-10T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",90.3,Low,Region 3,Short
1397,21,Male,City Q,76481,"[{""Purchase Date"": ""2025-04-30"", ""Product Category"": ""Clothing"", ""Price"": 700.09, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2025-04-18"", ""Product Category"": ""Home & Garden"", ""Price"": 161.96, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-08-24"", ""Product Category"": ""Home & Garden"", ""Price"": 381.28, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}, {""Purchase Date"": ""2024-06-23"", ""Product Category"": ""Electronics"", ""Price"": 206.51, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 4}}]","[{""Timestamp"": ""2024-06-26T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2025-03-06T11:09:23Z"", ""Product Category"": ""Electronics""}]",336.6,Medium,Region 6,Very Long
1398,45,Male,City Y,36942,"[{""Purchase Date"": ""2024-08-07"", ""Product Category"": ""Electronics"", ""Price"": 390.15, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-03-16"", ""Product Category"": ""Clothing"", ""Price"": 934.01, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-04-01"", ""Product Category"": ""Home & Garden"", ""Price"": 121.98, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2025-04-01"", ""Product Category"": ""Clothing"", ""Price"": 580.44, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}, {""Purchase Date"": ""2024-09-03"", ""Product Category"": ""Electronics"", ""Price"": 862.53, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 3}}]","[{""Timestamp"": ""2024-06-11T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-10-19T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-09-17T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-10-11T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",266.7,Low,Region 6,Long
1399,47,Male,City E,48370,"[{""Purchase Date"": ""2025-04-14"", ""Product Category"": ""Clothing"", ""Price"": 619.52, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 3}}]","[{""Timestamp"": ""2024-09-24T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-04-21T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-07-08T11:09:23Z"", ""Product Category"": ""Clothing""}]",255.6,Low,Region 8,Long
1400,64,Female,City N,31184,"[{""Purchase Date"": ""2024-09-24"", ""Product Category"": ""Home & Garden"", ""Price"": 74.84, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}, {""Purchase Date"": ""2025-01-03"", ""Product Category"": ""Electronics"", ""Price"": 547.82, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}, {""Purchase Date"": ""2024-10-15"", ""Product Category"": ""Home & Garden"", ""Price"": 413.4, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}, {""Purchase Date"": ""2025-01-08"", ""Product Category"": ""Electronics"", ""Price"": 569.68, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}, {""Purchase Date"": ""2024-05-16"", ""Product Category"": ""Home & Garden"", ""Price"": 835.18, ""Product Review"": {""Review Text"": ""Excellent quality, highly recommended!"", ""Rating"": 5}}]","[{""Timestamp"": ""2025-01-27T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",345.4,Low,Region 2,Very Long
1401,58,Male,City M,63445,"[{""Purchase Date"": ""2024-06-21"", ""Product Category"": ""Clothing"", ""Price"": 989.4, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 5}}, {""Purchase Date"": ""2025-01-29"", ""Product Category"": ""Clothing"", ""Price"": 222.27, ""Product Review"": {""Review Text"": ""Good product, but could be better."", ""Rating"": 5}}]","[{""Timestamp"": ""2025-02-13T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-11-03T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-08-28T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-04-25T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-10-01T11:09:23Z"", ""Product Category"": ""Electronics""}]",78.1,Medium,Region 8,Short
1402,29,Male,City E,37451,"[{""Purchase Date"": ""2025-01-11"", ""Product Category"": ""Home & Garden"", ""Price"": 902.4, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 4}}]","[{""Timestamp"": ""2024-12-12T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-08-25T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-01-09T11:09:23Z"", ""Product Category"": ""Clothing""}]",300.2,Low,Region 8,Very Long
1403,23,Female,City Z,91232,"[{""Purchase Date"": ""2024-05-27"", ""Product Category"": ""Electronics"", ""Price"": 963.33, ""Product Review"": {""Review Text"": ""Average product."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-08-09T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-11-18T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-05-25T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-09-09T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",139.3,High,Region 4,Medium
1404,30,Male,City R,105335,"[{""Purchase Date"": ""2024-08-06"", ""Product Category"": ""Home & Garden"", ""Price"": 445.56, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 1}}]","[{""Timestamp"": ""2024-05-18T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-08-30T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2024-07-20T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-12-28T11:09:23Z"", ""Product Category"": ""Clothing""}, {""Timestamp"": ""2024-11-21T11:09:23Z"", ""Product Category"": ""Clothing""}]",446.5,High,,Very Long
1405,24,Male,City I,91306,"[{""Purchase Date"": ""2025-01-18"", ""Product Category"": ""Clothing"", ""Price"": 473.86, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}]","[{""Timestamp"": ""2024-06-18T11:09:23Z"", ""Product Category"": ""Electronics""}]",337.4,High,,Very Long
1406,63,Male,City Y,82193,"[{""Purchase Date"": ""2024-10-18"", ""Product Category"": ""Electronics"", ""Price"": 803.91, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 4}}, {""Purchase Date"": ""2024-06-26"", ""Product Category"": ""Home & Garden"", ""Price"": 169.05, ""Product Review"": {""Review Text"": ""Not what I expected."", ""Rating"": 4}}]","[{""Timestamp"": ""2024-08-18T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2025-05-02T11:09:23Z"", ""Product Category"": ""Home & Garden""}, {""Timestamp"": ""2025-03-04T11:09:23Z"", ""Product Category"": ""Electronics""}]",78.1,High,Region 6,Short
1407,38,Male,City X,55332,"[{""Purchase Date"": ""2024-05-26"", ""Product Category"": ""Home & Garden"", ""Price"": 280.83, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}, {""Purchase Date"": ""2024-11-07"", ""Product Category"": ""Electronics"", ""Price"": 268.35, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}, {""Purchase Date"": ""2024-06-28"", ""Product Category"": ""Electronics"", ""Price"": 257.82, ""Product Review"": {""Review Text"": ""Great product!"", ""Rating"": 4}}]","[{""Timestamp"": ""2024-09-12T11:09:23Z"", ""Product Category"": ""Electronics""}, {""Timestamp"": ""2024-07-01T11:09:23Z"", ""Product Category"": ""Home & Garden""}]",224.4,Medium,Region 5,Long
